,title,year,rating,dubious,imdbid,id
1644,"Many Adventures of Winnie the Pooh, The",1977,0,0,76363,1063
1645,"Rescuers, The",1977,3,0,76618,1217
1646,Stroszek,1977,0,0,75276,1477
1647,Annie Hall,1977,3,0,75686,1469
1648,"Goodbye Girl, The",1977,3,0,76095,1687
1649,Soldaat van Oranje,1977,1,0,76734,1710
1650,Suspiria,1977,3,0,76786,1857
1651,3 Women,1977,3,0,75612,2524
1652,House,1977,3,0,76162,2534
1653,A Special Day,1977,2,0,76085,3366
1654,A Bridge Too Far,1977,1,0,75784,2983
1655,"Devil, Probably, The",1977,2,0,75938,3216
1656,ABBA: The Movie,1977,1,0,75617,3248
1657,Death Trap!,1977,3,0,74455,3567
1658,Close Encounters of the Third Kind,1977,1,0,75860,3610
1659,A Little Night Music,1977,3,0,76319,3720
1660,"Man Who Loved Women, The",1977,1,0,76155,3952
1661,Eraserhead,1977,0,0,74486,4147
1662,"Sentinel, The",1977,3,0,76683,4200
1663,"36 Crazy Fists, The",1977,0,0,76661,4452
1664,High Anxiety,1977,1,0,76141,4474
1665,"Haunting of Julia, The",1977,3,0,74611,4936
1666,Slap Shot,1977,3,0,76723,9184
1667,Damnation Alley,1977,0,0,75909,5694
1668,"Spy Who Loved Me, The",1977,1,0,76752,5723
1669,Martin,1977,1,0,77914,7034
1670,"Hills Have Eyes, The",1977,3,0,77681,7195
1671,Desperate Living,1977,3,0,75936,7250
1672,"Kentucky Fried Movie, The",1977,1,0,76257,7695
1673,Kingdom of the Spiders,1977,3,0,76271,7728
1674,Orca,1977,1,0,76504,8401
1675,Pete&#39;s Dragon,1977,2,0,76538,8439
1676,"Race for Your Life, Charlie Brown",1977,3,0,76591,8746
1677,"Duelists, The",1977,1,0,75968,8860
1678,Alucarda,1977,3,0,75666,8985
1679,Bad,1977,3,0,75679,9100
1680,Peppermint Soda,1977,3,0,75939,9113
1681,Planet of Dinosaurs,1977,3,0,78089,9211
1682,Rabid,1977,3,0,76590,9401
1683,"Man in the Iron Mask, The",1977,2,0,74853,9580
1684,Pumping Iron,1977,0,0,76578,9623
1685,Emmanuelle 3,1977,3,0,77497,9757
1686,Love Camp,1977,3,0,74548,9759
1687,March or Die,1977,0,0,76175,9775
1688,Days of Heaven,1978,3,,77405,238
1689,Animal House,1978,2,,77975,303
1690,Quel maledetto treno blindato,1978,0,0,76584,405
1691,H&ouml;stsonaten,1978,3,0,77711,515
1692,Grease,1978,3,0,77631,753
1693,"Star Wars Holiday Special, The",1978,1,0,193524,1047
1694,"Shout, The",1978,0,0,78259,1200
1695,Damien: Omen II,1978,2,0,77394,1284
1696,Dawn of the Dead,1978,0,0,77402,1503
1697,Interiors,1978,3,0,77742,1658
1698,Superman,1978,1,0,78346,1999
1699,Watership Down,1978,1,0,78480,2282
1700,Avalanche,1978,2,0,77189,2584
1701,"Deer Hunter, The",1978,1,0,77416,2668
1702,Halloween,1978,3,1,77651,2815
1703,Death on the Nile,1978,3,0,77413,2965
1704,Girlfriends,1978,3,0,77613,3048
1705,A Woman Called Moses,1978,3,0,78509,3391
1706,Midnight Express,1978,0,0,77928,3419
1707,"Hound of the Baskervilles, The",1978,3,0,76161,4317
1708,La cage aux folles,1978,2,0,77288,4111
1709,Ringing Bell (Chirin no Suzu),1978,0,0,306646,4721
1710,I Spit on Your Grave,1978,0,0,77713,4905
1711,Within the Woods,1978,3,0,78503,5198
1712,"Wiz, The",1978,3,0,78504,5331
1713,Battlestar Galactica,1978,3,1,77215,5548
1714,Foul Play,1978,3,0,77578,6406
1715,Magic,1978,1,0,77889,6638
1716,"Boys from Brazil, The",1978,1,0,77269,6695
1717,Jaws 2,1978,2,0,77766,7223
1718,Starcrash,1978,3,0,79946,8160
1719,"Lord of the Rings, The",1978,1,0,77869,8437
1720,Gray Lady Down,1978,2,1,77629,8701
1721,Pretty Baby,1978,2,1,78111,8721
1722,"Brink&#39;s Job, The",1978,1,0,77275,8887
1723,"Driver, The",1978,0,0,77474,9227
1724,Convoy,1978,0,0,77369,9518
1725,Lo chiamavano Bulldozer,1978,0,0,77864,9560
1726,Jubilee,1978,3,0,76240,10068
1727,Alien,1979,3,0,78748,13
1728,Manhattan,1979,1,0,79522,403
1729,"Warriors, The",1979,1,0,80120,695
1730,Life of Brian,1979,3,0,79470,787
1731,"Frisco Kid, The",1979,1,0,79180,846
1732,Die Blechtrommel,1979,3,1,78875,1020
1733,Star Trek: The Motion Picture,1979,1,0,79945,1300
1734,All That Jazz,1979,2,1,78754,1222
1735,Being There,1979,2,0,78841,1699
1736,"Marriage of Maria Braun, The",1979,3,0,79095,1766
1737,"In-Laws, The",1979,3,1,79336,2187
1738,Apocalypse Now,1979,0,0,78788,2227
1739,"China Syndrome, The",1979,3,0,78966,2284
1740,"Jerk, The",1979,1,0,79367,2327
1741,Nosferatu the Vampyre,1979,0,0,79641,2496
1742,Escape from Alcatraz,1979,0,0,79116,3420
1743,Moonraker,1979,1,0,79574,3504
1744,Stalker,1979,1,0,79944,3667
1745,Quadrophenia,1979,1,0,79766,4599
1746,"Amityville Horror, The",1979,3,0,78767,4687
1747,Rock &#39;n&#39; Roll High School,1979,3,0,79813,4741
1748,L&#39;hypothese du tableau vole,1979,0,0,77707,4766
1749,My Brilliant Career,1979,3,0,79596,4797
1750,Time After Time,1979,2,0,80025,5234
1751,Meatballs,1979,3,0,79540,5415
1752,Angels&#39; Brigade,1979,3,0,78778,5708
1753,"Bell Jar, The",1979,3,0,78843,6280
1754,Mad Max,1979,3,1,79501,6290
1755,Rocky II,1979,1,0,79817,6870
1756,Phantasm,1979,1,0,79714,7092
1757,"Black Hole, The",1979,0,0,78869,7233
1758,Hair,1979,3,0,79261,7636
1759,Kramer vs. Kramer,1979,1,0,79417,7645
1760,Tourist Trap,1979,3,0,80040,8168
1761,Rupan sansei: Kariosutoro no shiro,1979,3,0,79833,8510
1762,Murder by Natural Causes,1979,1,0,79593,8516
1763,"Muppet Movie, The",1979,2,0,79588,8987
1764,Osenniy marafon,1979,1,0,79679,9404
1765,Scum,1979,0,0,79871,9417
1766,Buffet froid,1979,0,0,78913,9638
1767,"North Avenue Irregulars, The",1979,3,1,79639,9857
1768,"Rose, The",1979,1,0,79826,9876
1769,Norma Rae,1979,3,0,79638,9966
1770,"Blues Brothers, The",1980,1,,80455,208
1771,Fame,1980,3,,80716,360
1772,Star Wars: Episode V - The Empire Strikes Back,1980,0,0,80684,670
1773,Moskva slezam ne verit,1980,3,0,79579,684
1774,Nine to Five,1980,3,0,80319,863
1775,Airplane!,1980,3,1,80339,873
1776,"Shining, The",1980,2,0,81505,930
1777,Raging Bull,1980,1,0,81398,1437
1778,Atlantic City,1980,3,0,80388,1223
1779,La terrazza,1980,3,1,81616,1472
1780,"Nude Bomb, The",1980,1,0,81249,1845
1781,Loose Shoes,1980,1,0,76582,1882
1782,Any Which Way You Can,1980,1,0,80377,2068
1783,Resurrection,1980,1,0,81414,2142
1784,Cannibal Holocaust,1980,1,0,78935,2278
1785,Fade to Black,1980,3,0,80711,2377
1786,"Fog, The",1980,3,0,80749,2484
1787,Little Darlings,1980,3,0,81060,2799
1788,Private Benjamin,1980,3,0,81375,2883
1789,Xanadu,1980,3,0,81777,3254
1790,Cruising,1980,0,0,80569,3427
1791,"Pepi, Luci, Bom and Other Girls Like Mom",1980,3,0,81323,3673
1792,Flash Gordon,1980,3,1,80745,3858
1793,Somewhere in Time,1980,2,0,81534,3873
1794,Can&#39;t Stop the Music,1980,3,0,80492,3962
1795,Superman II,1980,3,1,81573,4282
1796,Friday the 13th,1980,3,0,80761,4569
1797,Heaven&#39;s Gate,1980,0,1,80855,4960
1798,Coal Miner&#39;s Daughter,1980,3,0,80549,5681
1799,"Blue Lagoon, The",1980,0,0,80453,6395
1800,"Ninth Configuration, The",1980,0,0,81237,6877
1801,Ordinary People,1980,2,0,81283,7192
1802,Battle Beyond the Stars,1980,2,0,80421,7307
1803,Nightmare City,1980,3,0,80931,7389
1804,"Final Countdown, The",1980,0,0,80736,7401
1805,"King and the Mockingbird, The",1980,0,0,79820,7987
1806,"Mirror Crack&#39;d, The",1980,3,0,81163,8116
1807,Maniac,1980,3,0,81114,8402
1808,Indul a bakterhaz,1980,1,0,121403,8556
1809,Popeye,1980,3,0,81353,8945
1810,"Party, The",1980,3,0,82100,9523
1811,American Gigolo,1980,3,0,80365,9781
1812,Kagemusha,1980,0,0,80979,9819
1813,Raiders of the Lost Ark,1981,3,,82971,340
1814,Clash of the Titans,1981,3,0,82186,744
1815,My Dinner With Andre,1981,0,0,82783,874
1816,Ms. 45,1981,3,0,82776,972
1817,Rich and Famous,1981,3,0,82992,1568
1818,Southern Comfort,1981,0,0,83111,1197
1819,"Fox and the Hound, The",1981,2,0,82406,1124
1820,Escape from New York,1981,0,0,82340,1427
1821,History of the World: Part I,1981,1,0,82517,1081
1822,"Woman Next Door, The",1981,3,0,82370,1646
1823,Umrao Jaan,1981,3,1,83248,1707
1824,Quest for Fire,1981,1,0,82484,2053
1825,Polyester,1981,3,0,82926,2062
1826,"Great Muppet Caper, The",1981,3,0,82474,2073
1827,Das Boot,1981,0,0,82096,2143
1828,Lady Chatterley&#39;s Lover,1981,3,1,82640,2533
1829,Reds,1981,3,0,82979,2667
1830,Time Bandits,1981,1,0,81633,2697
1831,Outland,1981,1,0,82869,2753
1832,An American Werewolf in London,1981,2,0,82010,2873
1833,Heavy Metal,1981,1,0,82509,3231
1834,Body Heat,1981,2,1,82089,3549
1835,Mommy Dearest,1981,3,0,82766,3641
1836,"Evil Dead, The",1981,1,1,83907,3918
1837,Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,3,0,82176,3976
1838,Pennies from Heaven,1981,1,0,82894,4009
1839,Looker,1981,1,0,82677,4561
1840,Friday the 13th Part 2,1981,2,0,82418,4572
1841,Halloween II,1981,3,0,82495,4708
1842,Stripes,1981,2,0,83131,5325
1843,Horror Planet,1981,3,0,84090,5338
1844,"Howling, The",1981,3,0,82533,5378
1845,For Your Eyes Only,1981,3,0,82398,5955
1846,Der subjektive Faktor,1981,3,0,83137,6240
1847,Il marchese del Grillo,1981,3,0,82714,6245
1848,Gregory&#39;s Girl,1981,3,0,82477,6496
1849,Chariots of Fire,1981,1,0,82158,6507
1850,"Marva Collins Story, The",1981,1,0,82719,6630
1851,Blow Out,1981,3,1,82085,6865
1852,Dragonslayer,1981,1,0,82288,6944
1853,...E tu vivrai nel terrore! L&#39;aldila (The Beyond),1981,3,0,82307,7221
1854,Happy Birthday to Me,1981,3,0,82498,7362
1855,La fuga de Segovia,1981,0,0,82424,7477
1856,Shock Treatment,1981,3,0,83067,7732
1857,Diva,1981,1,0,82269,8180
1858,"Prowler, The",1981,3,0,82951,8411
1859,Galaxy of Terror,1981,3,0,82431,8413
1860,Ragtime,1981,2,0,82970,8417
1861,Excalibur,1981,1,0,82348,8502
1862,Thief,1981,0,0,83190,8789
1863,On a Golden Pond,1981,1,0,82846,8837
1864,Dead and Buried,1981,1,0,82242,8973
1865,Absence of Malice,1981,3,0,81974,9049
1866,"Masked Avengers, The",1981,0,0,82153,9158
1867,Scanners,1981,1,0,81455,9416
1868,Victory,1981,0,0,83284,9728
1869,Nighthawks,1981,0,0,82817,9729
1870,Cannibal Ferox,1981,3,0,82700,9750
1871,Possession,1981,1,1,82933,9809
1872,Le Retour de Martin Guerre,1982,3,,84589,231
1873,Blade Runner,1982,1,,83658,234
1874,Conan the Barbarian,1982,1,0,82198,407
1875,"Ladies and Gentlemen, the Fabulous Stains",1982,3,0,82639,821
1876,Annie,1982,3,0,83564,851
1877,Star Trek: The Wrath of Khan,1982,3,1,84726,896
1878,TRON,1982,0,0,84827,1002
1879,Sophie&#39;s Choice,1982,3,1,84707,1003
1880,"Dark Crystal, The",1982,1,0,83791,1035
1881,"Secret of NIMH, The",1982,3,1,84649,1510
1882,"Last Unicorn, The",1982,3,0,84237,1226
1883,E.T.: The Extra-Terrestrial,1982,3,1,83866,1645
1884,Liquid Sky,1982,3,0,85852,1696
1885,"Thing, The",1982,0,0,84787,1861
1886,Deathtrap,1982,3,0,83806,1881
1887,"King of Comedy, The",1982,1,0,85794,1896
1888,Fast Times at Ridgemont High,1982,2,0,83929,1934
1889,"Draughtsman&#39;s Contract, The",1982,2,0,83851,2241
1890,Smithereens,1982,3,0,84698,2251
1891,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982,3,0,83745,2298
1892,Cat People,1982,3,0,83722,2770
1893,Tootsie,1982,1,0,84805,2874
1894,Grease 2,1982,3,0,84021,3034
1895,Fanny and Alexander,1982,2,1,83922,3078
1896,"Slumber Party Massacre, The",1982,3,0,84695,3105
1897,First Blood,1982,0,0,83944,3342
1898,Forbidden World,1982,3,1,83959,3618
1899,Godard&#39;s Passion,1982,3,0,84481,3946
1900,Porky&#39;s,1982,2,0,84522,4005
1901,Koyaanisqatsi,1982,0,0,85809,4079
1902,"Best Little Whorehouse in Texas, The",1982,3,0,83642,4124
1903,Diner,1982,1,0,83833,4406
1904,Poltergeist,1982,3,0,84516,4544
1905,Countryman,1982,0,0,83762,4564
1906,Friday the 13th Part III,1982,3,0,83972,4573
1907,Banana Joe,1982,0,0,82045,4584
1908,Frances,1982,3,1,83967,4844
1909,48 Hrs.,1982,2,0,83511,5355
1910,Pink Floyd The Wall,1982,0,0,84503,6068
1911,"Last American Virgin, The",1982,3,0,84234,6115
1912,Finye (The Wind),1982,3,0,83942,6497
1913,"Verdict, The",1982,1,0,84855,6704
1914,Rocky III,1982,0,0,84602,6871
1915,"State of Things, The",1982,3,0,84725,7107
1916,Tenebre,1982,2,0,84777,7175
1917,Swamp Thing,1982,2,0,84745,7199
1918,An Officer and a Gentleman,1982,3,0,84434,7244
1919,"Beast Within, The",1982,1,0,83629,7345
1920,"Fits, The",1982,1,0,4238858,7348
1921,Mil gritos tiene la noche [Pieces],1982,1,0,82748,7414
1922,Missing,1982,3,0,84335,7557
1923,Evil Under the Sun,1982,3,0,83908,8115
1924,"Scarlet Pimpernel, The",1982,2,0,84637,8117
1925,"Entity, The",1982,3,0,82334,8165
1926,Victor Victoria,1982,3,1,84865,8665
1927,Tex,1982,2,1,84783,8986
1928,Monty Python Live at the Hollywood Bowl,1982,1,0,84352,9356
1929,"Party 2, The",1982,3,0,83686,9524
1930,Gandhi,1982,2,0,83987,9593
1931,Deux heures moins le quart avant Jesus-Christ,1982,2,0,83824,9634
1932,Piratensender Power Play,1982,1,0,82911,9723
1933,Sorceress,1982,3,0,86340,9741
1934,Silkwood,1983,3,0,86312,442
1935,Christine,1983,1,0,85333,455
1936,Star Wars: Episode VI - Return of the Jedi,1983,1,0,86190,671
1937,Educating Rita,1983,3,0,85478,1105
1938,Trading Places,1983,1,0,86465,1667
1939,"Hunger, The",1983,3,0,85701,1785
1940,"Ballad of Narayama, The",1983,3,0,84390,1793
1941,Yellowbeard,1983,1,0,86618,1822
1942,Breathless,1983,0,0,85276,2255
1943,Rumble Fish,1983,2,0,86216,2387
1944,El Norte,1983,3,0,85482,2599
1945,Dark Habits,1983,3,0,85496,3376
1946,Local Hero,1983,1,0,85859,3519
1947,Born in Flames,1983,3,0,85267,3644
1948,Lianna,1983,3,0,85838,3672
1949,WarGames,1983,1,0,86567,3685
1950,Videodrome,1983,2,1,86541,3892
1951,Flashdance,1983,3,0,85549,3972
1952,Superman III,1983,3,0,86393,4283
1953,Terms of Endearment,1983,1,1,86425,4448
1954,Terms of Endearment,1983,1,1,86425,4448
1955,Go for It,1983,0,0,85601,4585
1956,"Man With Two Brains, The",1983,1,0,85894,4622
1957,Los renglones torcidos de Dios,1983,3,0,224005,4771
1958,Hercules,1983,3,1,85672,5257
1959,Scarface,1983,1,0,86250,5321
1960,"Dead Zone, The",1983,1,0,85407,5427
1961,A Christmas Story,1983,1,0,85334,5473
1962,Merry Christmas Mr Lawrence,1983,0,0,85933,5945
1963,Krull,1983,1,0,85811,6126
1964,Mickey&#39;s Christmas Carol,1983,1,0,85936,6127
1965,Octopussy,1983,2,0,86034,6313
1966,"Meaning of Life , The",1983,1,0,85959,6439
1967,"4th Man, The",1983,1,0,86543,6791
1968,Jaws 3-D,1983,3,0,85750,7243
1969,Mortelle randonn&eacute;e,1983,3,0,84358,7247
1970,El pico,1983,1,0,86104,7531
1971,"Outsiders, The",1983,2,0,86066,7563
1972,Yentl,1983,3,0,86619,7587
1973,Cujo,1983,3,1,85382,7750
1974,Barefoot Gen,1983,3,1,85218,8029
1975,Strange Brew,1983,1,0,86373,8326
1976,Deathstalker,1983,1,1,87127,9376
1977,Wild Style,1983,3,0,84904,8812
1978,"Best Christmas Pageant Ever, The",1983,3,0,85231,8971
1979,Suburbia,1983,3,0,86589,9130
1980,Risky Business,1983,3,1,86200,9274
1981,Under Fire,1983,1,0,86510,9705
1982,Die Supernasen,1983,1,0,86394,9720
1983,Women&#39;s Prison Massacre,1983,3,0,85250,9749
1984,Ghostbusters,1984,2,,87332,376
1985,Gremlins,1984,1,0,87363,406
1986,Conan the Destroyer,1984,3,1,87078,413
1987,"Bostonians, The",1984,3,0,86992,514
1988,Kaze no tani no Naushika,1984,3,0,87544,570
1989,Police Academy,1984,3,1,87928,575
1990,Amadeus,1984,3,0,86879,613
1991,"Adventures of Buckaroo Banzai Across the 8th Dimension, The",1984,3,0,86856,743
1992,"Paris, Texas",1984,1,0,87884,813
1993,Indiana Jones and the Temple of Doom,1984,0,0,87469,1048
1994,What Have I Done to Deserve This?,1984,3,0,88461,1582
1995,Star Trek III: The Search for Spock,1984,1,0,88170,1304
1996,"Terminator, The",1984,3,0,88247,1418
1997,Sixteen Candles,1984,3,0,88128,1296
1998,"Karate Kid, The",1984,3,0,87538,1430
1999,Dune,1984,3,1,87182,1534
2000,This Is Spinal Tap,1984,1,0,88258,1536
2001,Beverly Hills Cop,1984,0,0,86960,1848
2002,Supergirl,1984,3,0,88206,2000
2003,A Soldier&#39;s Story,1984,0,0,88146,2742
2004,"Jewel in the Crown, The",1984,3,0,86739,2765
2005,Blame It on Rio,1984,3,0,86973,3357
2006,Love Streams,1984,3,0,87644,2866
2007,Night of the Comet,1984,3,0,87799,3489
2008,A Private Function,1984,3,0,89838,3868
2009,Splash,1984,1,0,88161,3885
2010,"Natural, The",1984,1,0,87781,4053
2011,Poison for the Fairies,1984,3,0,135033,4087
2012,"Neverending Story, The",1984,1,0,88323,4157
2013,A nightmare on Elm Street,1984,3,0,87800,4182
2014,Purple Rain,1984,3,0,87957,4193
2015,Repo Man,1984,2,0,87995,4355
2016,Non ci resta che piangere,1984,1,0,87814,4589
2017,Protocol,1984,3,1,87951,4590
2018,2010,1984,1,0,86837,4623
2019,"Last Starfighter, The",1984,3,0,87597,4633
2020,"Muppets Take Manhattan, The",1984,3,0,87755,4634
2021,Top Secret!,1984,0,0,88286,4668
2022,A Passage to India,1984,3,0,87892,4725
2023,Body Double,1984,2,0,86984,5040
2024,Friday the 13th Part IV: The Final Chapter,1984,3,0,87298,5154
2025,Secret Places,1984,3,0,88075,5255
2026,Blood Simple.,1984,1,0,86979,5731
2027,Revenge of the Nerds,1984,1,0,88000,5751
2028,Another Country,1984,0,0,86904,5761
2029,Starman,1984,0,0,88172,5796
2030,Children of the Corn,1984,3,0,87050,5879
2031,Trancers,1984,1,0,90192,6072
2032,Once Upon A Time In America,1984,1,0,87843,6293
2033,Bachelor Party,1984,3,0,86927,6309
2034,Johnny Dangerously,1984,3,0,87507,6523
2035,Godzilla 1985,1984,0,0,87344,6529
2036,"Silent Night, Deadly Night",1984,3,1,88117,6703
2037,Los santos inocentes,1984,3,0,88040,7391
2038,"Philadelphia Experiment, The",1984,1,0,87910,7402
2039,"Ice Pirates, The",1984,2,0,87451,7403
2040,Best Defense,1984,2,0,86955,7404
2041,Angel,1984,3,0,86896,7492
2042,Razorback,1984,1,0,87981,7532
2043,El pico 2,1984,1,0,87913,7530
2044,Nineteen Eighty-Four,1984,1,0,87803,8524
2045,Romancing the Stone,1984,3,0,88011,8748
2046,"Initiation, The",1984,3,0,87472,8875
2047,All of Me,1984,2,0,86873,9241
2048,Rhinestone,1984,3,0,88001,9311
2049,C.H.U.D.,1984,2,0,87015,9327
2050,Marche &agrave; l&#39;ombre,1984,1,0,87681,9584
2051,Zwei Nasen tanken Super,1984,1,0,88459,9722
2052,"Warrior and the Sorceress, The",1984,0,0,88379,9739
2053,She,1984,1,0,90009,9740
2054,Emmanuelle IV,1984,3,0,85486,9756
2055,Double Trouble,1984,0,0,87481,9776
2056,Back to the Future,1985,2,,88763,149
2057,"Breakfast Club, The",1985,3,,88847,203
2058,Just One of the Guys,1985,3,0,89393,402
2059,Red Sonja,1985,3,0,89893,418
2060,Otac na sluzbenom putu,1985,3,1,89748,486
2061,Weird Science,1985,3,0,90305,520
2062,Police Academy 2: Their First Assignment,1985,1,0,89822,576
2063,Agnes of God,1985,3,0,88683,602
2064,Tomo yo shizukani nemure,1985,2,0,380761,676
2065,Girls Just Want to Have Fun,1985,3,0,89208,752
2066,Brazil,1985,3,0,88846,880
2067,Anne of Green Gables,1985,3,0,88727,935
2068,Sans toi ni loi (Vagabond),1985,3,0,89960,963
2069,"Color Purple, The",1985,3,0,88939,991
2070,Real Genius,1985,1,0,89886,1046
2071,White Nights,1985,1,0,90319,1187
2072,Clue,1985,3,0,88930,1408
2073,Ladyhawke,1985,0,0,89457,1269
2074,A Room with a View,1985,3,0,91867,1561
2075,Dim Sum: A Little Bit of Heart,1985,3,0,87150,1500
2076,Desperately Seeking Susan,1985,3,0,89017,1654
2077,Huang tudi (Yellow Earth),1985,0,0,87433,1708
2078,"Trip To Bountiful, The",1985,3,0,90203,1789
2079,Fletch,1985,1,0,89155,1832
2080,"Black Cauldron, The",1985,3,0,88814,1949
2081,Enemy Mine,1985,0,0,89092,2152
2082,Fandango,1985,0,0,89126,2302
2083,Mr Vampire (Geung si sin sang),1985,1,0,89371,2343
2084,Ran,1985,1,0,89881,2352
2085,Ast&eacute;rix et la Surprise de C&eacute;asar (Asterix vs. Caesar),1985,0,0,88748,2531
2086,Commando,1985,1,0,88944,2576
2087,Wetherby,1985,3,0,90310,2613
2088,Return to Oz,1985,3,0,89908,2894
2089,"Goonies, The",1985,3,0,89218,3001
2090,Better Off Dead,1985,3,1,88794,3320
2091,Starchaser: The Legend of Orin,1985,1,0,90065,3416
2092,Desert Hearts,1985,3,0,89015,3666
2093,A Chorus Line,1985,3,0,88915,3719
2094,Sweet Dreams,1985,3,0,90110,3741
2095,Day of the Dead,1985,0,0,88993,3802
2096,After Hours,1985,2,0,88680,3872
2097,Legend,1985,3,1,89469,3986
2098,"Care Bears Movie, The",1985,3,0,88885,4123
2099,Detective,1985,1,0,89066,4480
2100,Barbarian Queen,1985,3,0,88771,4550
2101,Phenomena,1985,3,0,87909,4893
2102,"Official Story, The",1985,3,0,89276,4945
2103,My Beautiful Laundrette,1985,2,0,91578,4949
2104,Purple Rose of Cairo,1985,3,0,89853,5297
2105,"Sure Thing, The",1985,3,0,90103,5467
2106,Friday the 13th: A New Beginning,1985,3,0,89173,5563
2107,Re-Animator,1985,0,0,89885,5564
2108,Spies Like Us,1985,1,0,90056,5627
2109,Witness,1985,3,1,90329,5632
2110,"Legend of Billie Jean, The",1985,3,0,89470,5660
2111,Tampopo,1985,1,0,92048,5795
2112,Fright Night,1985,2,0,89175,5943
2113,A Nightmare on Elm Street 2: Freddy&#39;s Revenge,1985,3,0,89686,6018
2114,Out of Africa,1985,3,0,89755,6155
2115,Come and See,1985,0,0,91251,6165
2116,A View to a Kill,1985,1,0,90264,6314
2117,"Quiet Earth, The",1985,0,0,89869,6730
2118,Kiss of the Spider Woman,1985,2,0,89424,6792
2119,Rambo: First Blood Part II,1985,0,0,89880,6840
2120,Dreamchild,1985,3,0,89052,6853
2121,Rocky IV,1985,2,0,89927,6873
2122,Angel&#39;s Egg,1985,0,0,208502,6902
