,title,year,rating,dubious,imdbid,id
7992,London Spy,2015,1,0,4108134,7541
7993,Ava&#39;s Possession,2015,3,1,3727982,7558
7994,Birigyaru,2015,3,0,4195368,7577
7995,"3Tails Movie: A Mermaid Adventure, The",2015,3,0,3391348,7672
7996,Fathers &amp; Daughters,2015,3,0,2582502,7686
7997,"Steps, The",2015,3,0,3801372,7761
7998,Dofus - Livre 1: Julith,2015,3,0,4731504,7862
7999,Girls Lost,2015,3,0,4425152,7832
8000,You&#39;re My Boss,2015,0,0,4489160,7873
8001,Intruders,2015,3,0,4009278,7881
8002,Synchronicity,2015,2,0,2049543,7890
8003,Sleeping with Other People,2015,3,0,3165612,7902
8004,Life,2015,3,1,2948840,7916
8005,Beasts of No Nation,2015,0,0,1365050,7922
8006,Harter Brocken,2015,3,0,3981858,7931
8007,Other Halves,2015,3,0,4308714,7947
8008,Emelie,2015,3,0,4503598,7993
8009,Burn Burn Burn,2015,3,0,3627488,8000
8010,Phoenix Incident,2015,1,0,4341532,8006
8011,"Stanford Prison Experiment, The",2015,1,0,420293,8036
8012,Hot Pursuit,2015,2,1,2967224,8037
8013,"Blackcoat&#39;s Daughter, The",2015,3,0,3286052,8050
8014,Maryland,2015,0,0,4085084,8079
8015,Love Live! The School Idol Movie,2015,3,0,3837248,8081
8016,Unfinished Business,2015,2,0,2358925,8259
8017,Scouts Guide to the Zombie Apocalypse,2015,1,0,1727776,8227
8018,"Gift, The",2015,3,0,4178092,8233
8019,Hitman: Agent 47,2015,0,0,2679042,8334
8020,Sharknado 3: Oh Hell No!,2015,3,0,3899796,8352
8021,Vampyres,2015,3,0,3654680,8356
8022,Mojave,2015,1,0,2322517,8370
8023,Alvin and the Chipmunks: The Road Chip,2015,1,0,2974918,8375
8024,High Rise,2015,2,1,462335,8509
8025,Shisha no teikoku (Empire of Corpses),2015,1,0,4235644,8569
8026,Portrait of a Serial Monogamist,2015,3,0,2935662,8606
8027,Atrapa la bandera [Capture the Flag],2015,1,0,3896100,8614
8028,Absolutely Anything,2015,3,0,1727770,8643
8029,A Walk in the Woods,2015,2,0,1178665,8675
8030,"Great Gilly Hopkins, The",2015,3,0,1226766,8703
8031,Bajirao Mastani,2015,2,0,3735246,8738
8032,Paul Blart: Mall Cop 2,2015,1,0,3450650,8770
8033,Highway to Hellas,2015,1,0,4766604,8922
8034,Woodlawn,2015,1,1,4183692,9029
8035,"Ethicist, The",2015,3,0,12145728,9142
8036,"Invitation, The",2015,3,0,2400463,9180
8037,Circle,2015,1,1,3118452,9193
8038,My Name Is Emily,2015,3,0,3319018,9210
8039,O Desolado,2015,3,0,4692234,9248
8040,A German Youth,2015,0,0,3431798,9251
8041,Montanha,2015,1,0,2662716,9257
8042,John From,2015,3,0,3977428,9261
8043,Samurai Warrior Queens,2015,3,1,4794188,9486
8044,Ip Man 3,2015,1,0,2888046,9551
8045,Sword of Vengeance,2015,0,0,3622332,9611
8046,"assassin, The",2015,2,1,3508840,9942
8047,Aluguel: O Filme,2015,0,0,12268798,10034
8048,"Wiz Live!, The",2015,3,0,4718770,10159
8049,Jane Got a Gun,2016,0,0,2140037,6670
8050,Vampires In Virginia,2016,3,0,2938496,6669
8051,"5th Wave, The",2016,2,0,2304933,6680
8052,"Hail, Caesar!",2016,1,0,475290,6710
8053,Pride and Prejudice and Zombies,2016,3,0,1374989,6713
8054,Bang Gang,2016,3,0,3838728,6720
8055,Les innocentes,2016,3,0,4370784,6721
8056,Deadpool,2016,1,0,1431045,6722
8057,Zootopia,2016,3,0,2948356,6741
8058,"Boy, The",2016,3,0,3882082,6755
8059,Whiskey Tango Foxtrot,2016,3,0,3553442,6760
8060,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,3,0,2652118,6761
8061,"Divergent Series: Allegiant, The",2016,3,0,3410834,6768
8062,10 Cloverfield Lane,2016,3,0,1179933,6776
8063,Belgica,2016,1,0,3544218,6778
8064,Triple 9,2016,3,0,1712261,6779
8065,Midnight Special,2016,1,0,2649554,6783
8066,Batman v Superman: Dawn of Justice,2016,2,0,2975590,6788
8067,"Huntsman: Winter&#39;s War, The",2016,3,0,2381991,6790
8068,Kung Fu Panda 3,2016,3,0,2267968,6808
8069,Justice League vs. Teen Titans,2016,3,1,5091548,6812
8070,Hardcore Henry,2016,1,0,3072482,6820
8071,"Boss, The",2016,3,0,2702724,6821
8072,Hush,2016,3,1,5022702,6835
8073,"Jungle Book, The",2016,2,0,3040964,6837
8074,"Forest, The",2016,3,0,3387542,6856
8075,Captain America: Civil War,2016,3,0,3498820,6857
8076,Keanu,2016,3,1,4139124,6859
8077,Ratchet &amp; Clank,2016,3,0,2865120,6876
8078,Mother&#39;s Day,2016,3,0,4824302,6882
8079,Extremis,2016,3,0,5538078,6884
8080,Love &amp; Friendship,2016,3,0,3068194,6891
8081,X-Men: Apocalypse,2016,3,0,3385516,6894
8082,10 Days In A Madhouse,2016,3,0,3453052,6896
8083,"Nice Guys, The",2016,3,0,3799694,6898
8084,Alice Through the Looking Glass,2016,3,0,2567026,6908
8085,Neighbors 2: Sorority Rising,2016,3,0,4438848,6909
8086,Warcraft,2016,3,0,803096,6911
8087,Sing Street,2016,1,0,3544112,6914
8088,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,3,1,3949660,6915
8089,How to Be Single,2016,3,0,1292566,6916
8090,Gods of Egypt,2016,2,1,2404233,6921
8091,Now You See Me 2,2016,1,0,3110958,6922
8092,Me Before You,2016,3,0,2674426,6927
8093,Money Monster,2016,3,0,2241351,6929
8094,"Conjuring 2, The",2016,3,0,3065204,6931
8095,Finding Dory,2016,3,0,2277860,6932
8096,Approaching the Unknown,2016,0,0,2674430,6934
8097,Be Somebody,2016,3,0,5512872,6942
8098,Independence Day: Resurgence,2016,3,0,1628841,6947
8099,"Neon Demon, The",2016,3,0,1974419,6952
8100,"Shallows, The",2016,3,0,4052882,6953
8101,"Purge: Election Year, The",2016,3,0,4094724,6962
8102,"Secret Life of Pets, The",2016,2,0,2709768,6963
8103,"BFG, The",2016,3,0,3691740,6964
8104,Popstar: Never Stop Never Stopping,2016,1,0,3960412,6965
8105,Swiss Army Man,2016,2,0,4034354,6968
8106,Dad&#39;s Army,2016,3,0,4104054,6970
8107,"Fundamentals of Caring, The",2016,3,1,2452386,6973
8108,Mike and Dave Need Wedding Dates,2016,3,0,2823054,6976
8109,Ghostbusters,2016,3,0,1289401,6977
8110,Absolutely Fabulous: The Movie,2016,3,0,2112096,6978
8111,Cafe Society,2016,1,0,4513674,6980
8112,Norm of the North,2016,3,0,1594972,6983
8113,Criminal,2016,3,1,3014866,6984
8114,Star Trek Beyond,2016,1,0,2660888,6991
8115,13 Hours,2016,2,0,4172430,6992
8116,Eddie the Eagle,2016,2,0,1083452,6998
8117,Southside with You,2016,2,0,4258698,6999
8118,Batman: The Killing Joke,2016,1,0,4853102,7000
8119,Elvis &amp; Nixon,2016,2,0,2093991,7005
8120,Everybody Wants Some,2016,0,0,2937696,7011
8121,Tallulah,2016,3,0,1639084,7013
8122,Nerve,2016,3,0,3531824,7014
8123,High Strung,2016,2,1,3451230,7016
8124,Suicide Squad,2016,3,0,1386697,7023
8125,Bad Moms,2016,3,0,4651520,7025
8126,Lights Out,2016,3,0,4786282,7040
8127,Sausage Party,2016,3,0,1700841,7042
8128,Jason Bourne,2016,1,0,4196776,7046
8129,Dear Eleanor,2016,3,0,2927212,7047
8130,Sully,2016,1,0,3263904,7052
8131,War Dogs,2016,1,0,2005151,7053
8132,Un homme a la hauteur,2016,3,0,4699388,7058
8133,Busanhaeng,2016,3,0,5700672,7061
8134,Kubo and the Two Strings,2016,1,0,4302938,7065
8135,Voltron: Legendary Defender,2016,3,1,5580664,7069
8136,Don&#39;t Breathe,2016,3,1,4160708,7080
8137,Captain Fantastic,2016,3,1,3553976,7082
8138,"Light Between Oceans, The",2016,3,0,2547584,7084
8139,Kill Command,2016,1,0,2667380,7087
8140,Equity,2016,3,0,3958780,7095
8141,Die letzte Sau,2016,1,0,5348774,7097
8142,"Girl on the Train, The",2016,3,0,3631112,7177
8143,Adventures in Babysitting,2016,3,0,4456850,7104
8144,Raising the Bar,2016,3,0,5274066,7105
8145,Grease Live!,2016,3,0,4366830,7106
8146,Hell or High Water,2016,1,0,2582782,7110
8147,Morgan,2016,3,0,4520364,7112
8148,My Little Pony: Equestria Girls - Legend of Everfree,2016,3,0,5474644,7113
8149,El Olivo,2016,3,0,3655972,7122
8150,Snowden,2016,1,0,3774114,7124
8151,Catfight,2016,3,0,5294198,7126
8152,magnificent 7,2016,0,0,2404435,7143
8153,"Infiltrator, The",2016,3,0,1355631,7147
8154,Dirty 30,2016,3,0,5521550,7154
8155,La pazza gioia,2016,3,0,4621872,7166
8156,Julieta,2016,3,0,4326444,7167
8157,Storks,2016,1,0,4624424,7180
8158,American Honey,2016,3,0,3721936,7182
8159,Shin Godzilla,2016,1,0,4262980,7196
8160,"Accountant, The",2016,2,1,2140479,7212
8161,King Dave,2016,1,0,4551882,7217
8162,Ouija: Origin of Evil,2016,3,0,4361050,7218
8163,"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",2016,3,1,1267299,7224
8164,Doctor Strange,2016,1,0,1211837,7225
8165,"Handmaiden (Ah-ga-ssi) , The",2016,3,0,4016934,7228
8166,Miss Peregrine&#39;s Home for Peculiar Children,2016,3,0,1935859,7229
8167,"Finest Hours, The",2016,3,0,2025690,7230
8168,Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima),2016,3,0,4667788,7231
8169,Trolls,2016,3,0,1679335,7237
8170,"I, Daniel Blake",2016,3,0,5168192,7240
8171,Certain Women,2016,3,0,4468634,7246
8172,Arrival,2016,3,1,2543164,7257
8173,Ride Along 2,2016,0,0,2869728,7261
8174,Fantastic Beasts and Where to Find Them,2016,3,1,3183660,7271
8175,Divines,2016,3,0,4730986,7274
8176,Loving,2016,3,0,4669986,7278
8177,Jack Reacher: Never Go Back,2016,3,0,3393786,7279
8178,Hacksaw Ridge,2016,1,0,2119532,7281
8179,Batman: Return of the Caped Crusaders,2016,1,0,5973626,7282
8180,Bridget Jones&#39;s Baby,2016,3,0,1473832,7283
8181,"Legend of Tarzan, The",2016,0,0,918940,7284
8182,Wiener-Dog,2016,1,0,4144190,7285
8183,Central Intelligence,2016,2,0,1489889,7286
8184,Moana,2016,3,0,3521164,7292
8185,Elle,2016,3,1,3716530,7297
8186,Nocturnal Animals,2016,3,0,4550098,7300
8187,Ballerina,2016,3,0,2261287,7310
8188,Birkebeinerne,2016,1,0,4738360,7313
8189,"Duel, The",2016,1,0,2436682,7320
8190,Let Me Go,2016,3,0,5153952,7325
8191,Mr. Church,2016,3,0,4196848,7326
8192,Kimi no na wa.,2016,3,0,5311514,7328
8193,Free State of Jones,2016,2,0,1124037,7332
8194,Rogue One,2016,3,0,3748528,7334
8195,Hidden Figures,2016,3,0,4846340,7336
8196,Doukyuusei,2016,0,0,5526028,7337
8197,True Memoirs of an International Assassin,2016,0,0,1542768,7339
8198,Neruda,2016,0,0,4698584,7350
8199,Assassin&#39;s Creed,2016,1,0,2094766,7351
8200,La La Land,2016,3,0,3783958,7353
8201,Sing,2016,3,1,3470600,7355
8202,Passengers,2016,0,0,1355644,7356
8203,In a Valley of Violence,2016,2,0,3608930,7357
8204,Jackie,2016,3,0,1619029,7358
8205,Paterson,2016,1,0,5247022,7367
8206,Dernieres nouvelles du cosmos,2016,3,0,5786040,7368
8207,Hairspray Live!,2016,3,0,5664684,7369
8208,Hurricane Bianca,2016,3,1,4007248,7370
8209,20th Century Women,2016,3,1,4385888,7372
8210,Dangal,2016,3,0,5074352,7374
8211,Fences,2016,3,0,2671706,7375
8212,Manchester by the Sea,2016,3,0,4034228,7376
8213,Hunt for the Wilderpeople,2016,3,1,4698684,7377
8214,Deepwater Horizon,2016,2,0,1860357,7379
8215,Inferno,2016,2,0,3062096,7385
8216,Final Fantasy XV,2016,3,0,5595168,7393
8217,Demain tout commence,2016,3,1,5078204,7398
8218,Contratiempo,2016,1,0,4857264,7430
8219,First Girl I Loved,2016,3,0,4262174,7416
8220,Pete&#39;s Dragon,2016,3,0,2788732,7417
8221,Moonlight,2016,1,0,4975722,7421
8222,Split,2016,3,0,4972582,7422
8223,All Girls Weekend,2016,3,0,4247682,7436
8224,Silence,2016,0,0,490215,7443
8225,Resident Evil: The Final Chapter,2016,3,0,2592614,7447
8226,Florence Foster Jenkins,2016,3,0,4136084,7448
8227,"Eagle Huntress, The",2016,1,0,3882074,7449
8228,"Red Pill, The",2016,3,0,3686998,7451
8229,It&#39;s Only the End of the World,2016,3,0,4645368,7453
8230,Toni Erdmann,2016,3,0,4048272,7455
8231,Aquarius,2016,3,0,5221584,7456
8232,Personal Shopper,2016,3,0,4714782,7457
8233,A Cure for Wellness,2016,1,0,4731136,7460
8234,Mr. Right,2016,2,0,2091935,7461
8235,Marauders,2016,1,0,3963816,7462
8236,Lion,2016,2,0,3741834,7464
8237,Under The Shadow,2016,3,0,4273292,7465
8238,"Great Wall, The",2016,0,0,2034800,7470
8239,Christine,2016,3,0,4666726,7473
8240,Things to come - L&#39;avenir,2016,1,0,4120176,7474
8241,Little Sister,2016,3,0,5434870,7481
8242,Bar Bahar,2016,3,0,5974388,7485
8243,Underworld: Blood Wars,2016,2,0,3717252,7497
8244,Other People,2016,3,0,4158876,7505
8245,Spa Night,2016,3,0,5254640,7509
8246,"Edge of Seventeen, The",2016,3,0,1878870,7515
8247,"Young Offenders, The",2016,3,1,4714568,7520
8248,Always Shine,2016,3,0,4392770,7525
8249,Monster Trucks,2016,0,0,3095734,7545
8250,Breathing Deep,2016,1,0,4869556,7546
8251,"Lost City of Z, The",2016,1,0,1212428,7555
8252,"Love Witch, The",2016,3,0,3908142,7560
8253,Miss Sloane,2016,3,0,4540710,7561
8254,Denial,2016,3,0,4645330,7562
8255,Queen of Katwe,2016,3,0,4341582,7565
8256,Below Her Mouth,2016,3,0,5073620,7569
8257,Live by Night,2016,1,0,2361317,7583
8258,Electra Woman and Dyna Girl,2016,3,0,4644822,7589
8259,Free Fire,2016,0,0,4158096,7591
8260,Raw,2016,3,0,4954522,7662
8261,"Belko Experiment, The",2016,3,0,1082807,7688
8262,Colossal,2016,0,0,4680182,7691
8263,"Girl with All the Gifts, The",2016,3,0,4547056,7704
8264,War on Everyone,2016,3,0,3708886,7705
8265,Cam-Girl,2016,3,0,2290819,7722
8266,"9th Life of Louis Drax, The",2016,1,0,3991412,7719
8267,L&#39;et&agrave; d&#39;oro,2016,1,0,4322180,7721
8268,Keeping Up with the Joneses,2016,3,0,2387499,7727
8269,I Am the Pretty Thing That Lives in the House,2016,3,0,5059406,7729
8270,Spidarlings,2016,3,0,2262129,7733
8271,"Dragon Spell, The",2016,1,0,5954304,7737
8272,Monster High: Welcome to Monster High,2016,3,0,5898034,7738
8273,"Void, The",2016,3,0,4255304,7741
8274,Una,2016,2,0,2315582,7754
8275,Almost Christmas,2016,3,0,4649416,7758
8276,Varoonegi,2016,3,0,5695764,7759
8277,"Untamed, The",2016,3,0,5265960,7760
8278,"Darkness, The",2016,2,0,1878841,7766
8279,Don&#39;t Hang Up,2016,0,0,3610746,7767
8280,Martyrs,2016,3,0,1663655,7775
8281,A United Kingdom,2016,3,0,3387266,7784
8282,Their Finest,2016,3,0,1661275,7800
8283,"Red Turtle, The",2016,0,0,3666024,7802
8284,My Life as a Zucchini,2016,3,0,2321405,7865
8285,A Quiet Passion,2016,3,0,2392830,7837
8286,King of the Dancehall,2016,2,0,5918104,7871
8287,Petersburg: a selfie,2016,3,0,5789664,7879
8288,Pet,2016,2,0,1183374,7882
8289,Prevenge,2016,3,0,5154288,7886
8290,Patients,2016,1,0,5598100,7911
8291,"Siege of Jadotville, The",2016,1,0,3922798,7912
8292,Norman,2016,1,0,4191702,7952
8293,Aruvi,2016,3,1,5867800,7961
8294,Office Christmas Party,2016,3,0,1711525,7962
8295,Hated in the Nation,2016,3,0,5709236,7965
8296,"Autopsy of Jane Doe, The",2016,1,1,3289956,7975
8297,Ice Fantasy,2016,3,0,5022298,7976
8298,A Dark Song,2016,0,1,4805316,8001
8299,Hounds of Love,2016,3,0,3896738,8009
8300,Yoga Hosers,2016,2,0,3838992,8010
8301,Ne gledaj mi u pijat,2016,1,0,5791884,8018
8302,House on Willow Street,2016,3,0,4961380,8028
8303,Little Door Gods,2016,3,0,4788934,8030
8304,R&eacute;parer les vivants,2016,1,0,5096536,8032
8305,Pink,2016,3,0,5571734,8034
8306,Planetarium,2016,3,0,4680196,8035
8307,Fai bei sogni,2016,2,1,4746506,8047
8308,Better Watch Out,2016,3,0,4443658,8049
8309,Rustom,2016,3,0,5165344,8067
8310,Nowhere Boys: The Book of Shadows,2016,3,1,4836736,8068
8311,Locos de Amor,2016,2,0,5908566,8076
8312,Our Kind of Traitor,2016,3,0,1995390,8083
8313,Sensitivity Training,2016,3,0,5697078,8084
8314,Maudie,2016,3,0,3721954,8092
8315,"Transfiguration, The",2016,0,0,5039088,8095
8316,Tenemos la carne [We Are the Flesh],2016,0,0,4682708,8129
8317,"Midnight Man, The",2016,3,0,5629964,8136
8318,Tschick,2016,1,0,4911940,8135
8319,My Big Fat Greek Wedding 2,2016,3,0,3760922,8273
8320,"Choice, The",2016,3,0,3797868,8272
8321,Thomas &amp; Friends: The Great Race,2016,3,0,5563932,8325
8322,"Birth of a Nation, The",2016,1,0,4196450,8207
8323,"Perfect Match, The",2016,2,0,4871980,8258
8324,"Brothers Grimsby, The",2016,1,0,3381008,8228
8325,Koe no katachi,2016,1,0,5323662,8312
8326,"Angry Birds Movie, The",2016,1,0,1985949,8309
8327,Ice Age: Collision Course,2016,3,0,3416828,8332
8328,Blair Witch,2016,2,0,1540011,8338
8329,Collateral Beauty,2016,2,0,4682786,8339
8330,Allied,2016,3,1,3640424,8341
8331,Billions,2016,3,0,4270492,8348
8332,Middle School: The Worst Years of My Life,2016,3,0,4981636,8350
8333,Meet the Blacks,2016,3,0,4191580,8366
8334,A Monster Calls,2016,3,1,3416532,8372
8335,Barbershop: The Next Cut,2016,3,0,3628584,8373
8336,Dirty Grandpa,2016,2,0,1860213,8376
8337,Masterminds,2016,3,0,2461150,8455
8338,Bliss!,2016,3,0,1316541,8505
8339,Raman Raghav 2.0,2016,2,0,5662932,8570
8340,I Had a Bloody Good Time at House Harker,2016,1,1,4779026,8581
8341,Liberty&#39;s Secret,2016,3,0,4396662,8602
8342,Quand on a 17 ans,2016,3,0,4331970,8603
8343,Women Who Kill,2016,3,0,3973012,8604
8344,Friend Request,2016,3,0,3352390,8691
8345,Seoulyeok [Seoul Station],2016,0,0,3845670,8696
8346,Courier X,2016,0,0,3589968,8705
8347,Vier gegen die Bank,2016,1,0,5173166,8716
8348,Zoombies,2016,3,0,5340882,8793
8349,Pandemic,2016,3,0,3774802,9022
8350,Ben-Hur,2016,1,0,2638144,9040
8351,Nine Lives,2016,1,0,4383594,9041
8352,Adult Life Skills,2016,3,0,4211044,9044
8353,Ma revolution,2016,3,0,4277264,9053
8354,Blood Stripe,2016,1,0,3838802,9073
8355,Don&#39;t Think Twice,2016,3,0,4972062,9093
8356,Suicide kale,2016,3,0,4991906,9101
8357,Tramps,2016,1,1,4991512,9141
8358,"Ticket, The",2016,1,0,3893280,9156
8359,Handsome Devil,2016,1,0,5016946,9369
8360,S&atilde;o Jorge,2016,1,0,4895668,9256
8361,Lovesong,2016,3,0,4305148,9259
8362,Big Fish &amp; Begonia,2016,3,0,1920885,9300
8363,Yu-Gi-Oh!: The Dark Side of Dimensions,2016,1,0,4273562,9349
8364,Gantz: O,2016,1,0,5923962,9390
8365,Vse o muzhchinakh,2016,1,0,6261136,9394
8366,Sharknado 4: The 4th Awakens,2016,3,1,4831420,9465
8367,American Crime Story,2016,3,0,2788432,9484
8368,Miss Saigon: 25th Anniversary,2016,2,0,6162808,9511
8369,Realive,2016,1,0,4074928,9570
8370,Linefork,2016,3,0,5553782,9572
8371,I&#39;m Not Ashamed,2016,3,0,4950110,9581
8372,Nowhereland,2016,3,0,3115906,9746
8373,Sluga naroda 2,2016,1,0,6818880,9844
8374,Moana,2016,3,0,3521164,7292
8375,Wonder Woman,2017,3,0,451279,7241
8376,"Bye Bye Man, The",2017,3,0,4030600,7354
8377,"Coin Heist, The",2017,3,0,5740806,7386
8378,Alexander IRL,2017,2,0,5540622,7397
8379,xXx: Return of Xander Cage,2017,3,0,1293847,7411
8380,Death Race 2050,2017,3,0,5493706,7419
8381,"LEGO Batman Movie, The",2017,3,1,4116284,7439
8382,"Space Between Us, The",2017,3,0,3922818,7445
8383,John Wick: Chapter 2,2017,1,0,4425200,7446
8384,Fifty Shades Darker,2017,3,0,4465564,7469
8385,Logan,2017,3,1,3315342,7479
8386,For Here or To Go?,2017,3,0,4157510,7486
8387,Table 19,2017,3,0,1412528,7490
8388,Before I Fall,2017,3,0,1691916,7690
8389,Innan vi dor,2017,3,0,5598192,7501
8390,Kong: Skull Island,2017,1,0,3731562,7504
8391,Get Out,2017,3,0,5052448,7508
8392,Beauty and the Beast,2017,3,1,2771200,7523
8393,Deidra &amp; Laney Rob a Train,2017,3,0,4144332,7524
8394,Power Rangers,2017,3,0,3717490,7527
8395,Life,2017,3,0,5442430,7540
8396,Ghost in the Shell,2017,3,0,1219827,7551
8397,"Boss Baby, The",2017,1,0,3874544,7553
8398,Dance Academy: The Movie,2017,3,0,5834660,7564
8399,Unlocked,2017,3,0,1734493,7597
8400,I Don&#39;t Feel at Home in This World Anymore,2017,3,0,5710514,7573
8401,"Fate of the Furious, The",2017,3,1,4630562,7579
8402,"Discovery, The",2017,3,0,5155780,7581
8403,Unforgettable,2017,3,0,3462710,7592
8404,Guardians of the Galaxy Vol. 2,2017,3,0,3896198,7595
8405,"Circle, The",2017,3,0,4287320,7604
8406,Alien: Covenant,2017,3,1,2316204,7607
8407,King Arthur,2017,1,0,1972591,7608
8408,Pirates of the Caribbean: Dead Men Tell No Tales,2017,1,0,1790809,7665
8409,Gifted,2017,3,0,4481414,7669
8410,"Everything, Everything",2017,3,0,5001718,7670
8411,Snatched,2017,3,0,2334871,7676
8412,T2 Trainspotting,2017,3,1,2763304,7677
8413,"Mummy, The",2017,2,0,2345759,7681
8414,My Cousin Rachel,2017,3,1,4411596,7682
8415,Megan Leavy,2017,3,1,4899370,7684
8416,Captain Underpants: The First Epic Movie,2017,1,0,2091256,7700
8417,Rough Night,2017,3,0,4799050,7701
8418,Annabelle: Creation,2017,3,0,5140878,7779
8419,Beatriz at Dinner,2017,3,0,5929750,7707
8420,"Shack, The",2017,3,1,2872518,7708
8421,Cars 3,2017,3,1,3606752,7709
8422,Despicable Me 3,2017,3,0,3469046,7715
8423,Baby Driver,2017,1,0,3890160,7717
8424,"Big Sick, The",2017,3,0,5462602,7720
8425,Spider-Man: Homecoming,2017,3,0,2250912,7724
8426,Atomic Blonde,2017,3,0,2406566,7725
8427,"Last Word, The",2017,3,0,5023260,7734
8428,"Little Hours, The",2017,3,0,5666304,7735
8429,It Comes at Night,2017,3,1,4695012,7736
8430,Monster High: Electrified,2017,3,0,6536944,7739
8431,War for the Planet of the Apes,2017,1,0,3450958,7742
8432,Okja,2017,3,0,3967856,7743
8433,Wind River,2017,3,1,5362988,7745
8434,"Beguiled, The",2017,3,0,5592248,7746
8435,Wish Upon,2017,3,0,5322012,7747
8436,Dunkirk,2017,0,0,5013056,7748
8437,Valerian and the City of a Thousand Planets,2017,1,0,2239822,7751
8438,Detroit,2017,2,0,5390504,7778
8439,"Incredible Jessica James, The",2017,3,0,5990342,7762
8440,Girls Trip,2017,3,0,3564472,7763
8441,Plasmatic Day,2017,1,0,6524480,7768
8442,"Dark Tower, The",2017,1,0,1648190,7770
8443,"Emoji Movie, The",2017,1,0,4877122,7772
8444,To the bone,2017,3,0,5541240,7780
8445,"Hitman&#39;s Bodyguard, The",2017,3,1,1959563,7781
8446,American Made,2017,1,0,3532216,7785
8447,Logan Lucky,2017,3,0,5439796,7786
8448,Tulip Fever,2017,3,0,491203,7787
8449,Naked,2017,2,0,6048930,7788
8450,Death Note,2017,0,0,1241317,7794
8451,What Happened to Monday,2017,3,0,1536537,7795
8452,It,2017,3,0,1396484,7799
8453,Mother!,2017,2,1,5109784,7803
8454,"I, Tonya",2017,3,0,5580036,7806
8455,Ingrid Goes West,2017,3,0,5962210,7808
8456,"Book of Birdie, The",2017,3,0,5142400,7811
8457,Amityville: The Awakening,2017,3,0,1935897,7864
8458,"Wall, The",2017,0,0,4218696,7863
8459,Geostorm,2017,3,1,1981128,7860
8460,"Square, The",2017,1,0,4995790,7859
8461,"Foreigner, The",2017,1,0,1615160,7858
8462,Revelator,2017,3,0,5296086,7825
8463,Kingsman: The Golden Circle,2017,1,0,4649466,7826
8464,American Assassin,2017,3,1,1961175,7827
8465,Happy Death Day,2017,3,0,5308322,7857
8466,Battle of the Sexes,2017,3,0,4622512,7856
8467,Band Aid,2017,3,0,5816374,7833
8468,On Body and Soul,2017,3,0,5607714,7838
8469,Revenge,2017,0,0,6738136,7839
8470,Felicite,2017,3,0,5980798,7841
8471,Lady Bird,2017,3,0,4925292,7843
8472,seven sisters,2017,3,0,4956232,7844
8473,Blade Runner 2049,2017,3,1,1856101,7846
8474,Gerald&#39;s Game,2017,3,1,3748172,7847
8475,My Little Pony: The Movie,2017,3,0,4131800,7850
8476,Good Time,2017,3,1,4846232,7855
8477,Professor Marston and the Wonder Women,2017,3,0,6133130,7852
8478,Un beau soleil interieur,2017,2,0,6423776,7853
8479,Victoria &amp; Abdul,2017,2,0,5816682,7854
8480,Home Again,2017,3,1,5719700,7868
8481,Wheelman,2017,1,0,5723286,7869
8482,Pilgrimage,2017,0,0,3531202,7870
8483,Only the Brave,2017,2,0,3829920,7872
8484,"Death of Stalin, The",2017,1,0,4686844,7874
8485,Thor: Ragnarok,2017,1,0,3501632,7875
8486,47 Meters Down,2017,3,0,2932536,7883
8487,Jigsaw,2017,3,0,3348730,7884
8488,"Mad Ones, The",2017,3,0,3887208,7887
8489,Pokemon the Movie: I Choose You!,2017,3,0,6595896,7888
8490,Seagull,2017,3,0,5997830,7894
8491,OM+ME,2017,3,0,7341676,7895
8492,"Meyerowitz Stories (new and selected), The",2017,1,0,5536736,7896
8493,"Florida Project, The",2017,3,0,5649144,7897
8494,Marshall,2017,1,0,5301662,7899
8495,Wonder,2017,3,0,2543472,7903
8496,Dim the Fluorescents,2017,3,0,6029106,7904
8497,Justice League,2017,3,0,974015,7906
8498,6 days,2017,0,0,4703048,7908
8499,Sand Castle,2017,0,0,2582576,7909
8500,"Man with the Iron Heart, The",2017,1,0,3296908,7910
8501,"Punisher, The",2017,3,1,5675620,7913
8502,Murder on the Orient Express,2017,3,1,3402236,7919
8503,Batman vs. Two-Face,2017,3,1,6142314,7920
8504,Coco,2017,3,0,2380307,7930
8505,Transformers: The Last Knight,2017,1,0,3371366,7934
8506,"Nut Job 2: Nutty By Nature, The",2017,3,0,3486626,7936
8507,Psych: The Movie,2017,3,0,6868216,7939
8508,"Only Living Boy in New York, The",2017,1,0,460890,7940
8509,Nogemu noraifu: Zero,2017,3,0,5914996,7941
8510,A Christmas Prince,2017,3,0,7608418,7942
8511,El Camino Christmas,2017,2,0,3255590,7945
8512,Star Wars: The Last Jedi,2017,3,0,2527336,7946
8513,Molly&#39;s Game,2017,3,0,4209788,7948
8514,"Babysitter, The",2017,3,0,4225622,7949
8515,"Disaster Artist, The",2017,3,0,3521126,7950
8516,"Shape of Water, The",2017,3,0,5580390,7951
8517,"Three Billboards Outside Ebbing, Missouri",2017,3,0,5027774,7953
8518,Wonder Wheel,2017,3,0,5825380,7954
8519,Mudbound,2017,3,0,2396589,7956
